,activate,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,1,15,12,1406,2,0,0,2024-03-10 19:16:52
1,1,1,18,1407,0,0,0,2024-03-10 19:16:52
2,1,3,24,1409,0,0,0,2024-03-10 19:16:52
3,1,0,19,1410,0,0,0,2024-03-10 19:16:52
4,1,14,5,1411,1,0,0,2024-03-10 19:16:52
5,1,15,9,1412,2,0,0,2024-03-10 19:16:52
6,1,15,9,1413,2,0,0,2024-03-10 19:16:52
7,1,23,0,1414,1,0,0,2024-03-10 19:16:52
8,1,3,20,1415,0,0,0,2024-03-10 19:16:52
9,1,17,10,1416,2,0,0,2024-03-10 19:16:52
10,1,2,21,1417,0,0,0,2024-03-10 19:16:52
11,1,25,2,1418,1,0,0,2024-03-10 19:16:52
12,1,10,9,1419,2,0,0,2024-03-10 19:16:52
13,1,1,18,1420,0,0,0,2024-03-10 19:16:52
14,1,16,7,1421,2,0,0,2024-03-10 19:16:52
15,1,12,12,1422,2,0,0,2024-03-10 19:16:52
16,1,17,11,1423,2,0,0,2024-03-10 19:16:52
17,1,25,2,1424,1,0,0,2024-03-10 19:16:52
18,1,0,0,1425,3,1,0,2024-03-10 19:16:52
19,1,12,12,1426,2,0,0,2024-03-10 19:16:52
20,1,3,15,1427,0,0,0,2024-03-10 19:16:52
21,1,1,23,1428,0,0,0,2024-03-10 19:16:52
22,1,0,24,1429,0,0,0,2024-03-10 19:16:52
23,1,17,10,1430,2,0,0,2024-03-10 19:16:52
24,1,25,2,1431,1,0,0,2024-03-10 19:16:52
25,1,17,1,1432,1,0,0,2024-03-10 19:16:52
26,1,22,1,1433,1,0,0,2024-03-10 19:16:52
27,1,18,9,1434,2,0,0,2024-03-10 19:16:52
28,1,12,15,1435,2,0,0,2024-03-10 19:16:52
29,1,6,12,1436,2,0,0,2024-03-10 19:16:52
30,1,14,9,1437,2,0,0,2024-03-10 19:16:52
31,1,17,7,1438,1,0,0,2024-03-10 19:16:52
32,1,16,8,1439,2,0,0,2024-03-10 19:16:52
33,1,21,3,1440,1,0,0,2024-03-10 19:16:52
34,1,20,4,1441,1,0,0,2024-03-10 19:16:52
35,1,13,14,1442,2,0,0,2024-03-10 19:16:52
36,1,30,1,1443,1,0,0,2024-03-10 19:16:52
37,1,10,7,1444,2,0,0,2024-03-10 19:16:52
38,1,15,4,1445,1,0,0,2024-03-10 19:16:52
39,1,23,4,1446,1,0,0,2024-03-10 19:16:52
40,1,11,7,1447,2,0,0,2024-03-10 19:16:52
41,1,15,4,1448,1,0,0,2024-03-10 19:16:52
42,1,8,11,1449,2,0,0,2024-03-10 19:16:52
43,1,23,4,1450,1,0,0,2024-03-10 19:16:52
44,1,21,3,1451,1,0,0,2024-03-10 19:16:52
45,1,15,9,1452,2,0,0,2024-03-10 19:16:52
46,1,18,9,1453,2,0,0,2024-03-10 19:16:52
47,1,13,11,1454,2,0,0,2024-03-10 19:16:52
48,1,20,7,1455,1,0,0,2024-03-10 19:16:52
49,1,14,1,1456,1,0,0,2024-03-10 19:16:52
50,1,24,0,1457,1,0,0,2024-03-10 19:16:52
51,1,6,13,1458,0,0,0,2024-03-10 19:16:52
52,1,13,11,1459,2,0,0,2024-03-10 19:16:52
53,1,18,5,1460,1,0,0,2024-03-10 19:16:52
54,1,6,17,1461,0,0,0,2024-03-10 19:16:52
55,1,18,9,1462,2,0,0,2024-03-10 19:16:52
56,1,4,15,1463,0,0,0,2024-03-10 19:16:52
57,1,16,7,1464,2,0,0,2024-03-10 19:16:52
58,1,15,12,1465,2,0,0,2024-03-10 19:16:52
59,1,18,9,1466,2,0,0,2024-03-10 19:16:52
60,1,20,3,1467,1,0,0,2024-03-10 19:16:52
61,1,16,8,1468,2,0,0,2024-03-10 19:16:52
62,1,8,15,1469,2,0,0,2024-03-10 19:16:52
63,1,4,15,1470,0,0,0,2024-03-10 19:16:52
64,1,24,3,1471,1,0,0,2024-03-10 19:16:52
65,1,19,8,1472,1,0,0,2024-03-10 19:16:52
66,1,9,14,1473,2,0,0,2024-03-10 19:16:52
67,1,13,10,1474,2,0,0,2024-03-10 19:16:52
68,1,15,8,1475,2,0,0,2024-03-10 19:16:52
69,1,17,10,1476,2,0,0,2024-03-10 19:16:52
70,1,10,14,1478,2,0,0,2024-03-10 19:16:52
71,1,5,13,1479,0,0,0,2024-03-10 19:16:52
72,1,13,10,1480,2,0,0,2024-03-10 19:16:52
73,1,10,17,1481,2,0,0,2024-03-10 19:16:52
74,1,7,17,1484,0,0,0,2024-03-10 19:16:52
75,1,17,6,1485,1,0,0,2024-03-10 19:16:52
76,1,16,7,1486,2,0,0,2024-03-10 19:16:52
77,1,20,3,1487,1,0,0,2024-03-10 19:16:52
78,1,18,9,1488,2,0,0,2024-03-10 19:16:52
79,1,19,5,1489,1,0,0,2024-03-10 19:16:52
80,1,4,19,1490,0,0,0,2024-03-10 19:16:52
81,1,20,3,1491,1,0,0,2024-03-10 19:16:52
82,1,16,7,1492,2,0,0,2024-03-10 19:16:52
83,1,13,14,1493,2,0,0,2024-03-10 19:16:52
84,1,4,19,1494,0,0,0,2024-03-10 19:16:52
85,1,7,16,1495,0,0,0,2024-03-10 19:16:52
86,1,10,13,1496,2,0,0,2024-03-10 19:16:52
87,1,6,17,1497,0,0,0,2024-03-10 19:16:52
88,1,8,15,1498,2,0,0,2024-03-10 19:16:52
89,1,12,15,1499,2,0,0,2024-03-10 19:16:52
90,1,16,11,1500,2,0,0,2024-03-10 19:16:52
91,1,17,7,1501,1,0,0,2024-03-10 19:16:52
92,1,19,4,1502,1,0,0,2024-03-10 19:16:52
93,1,21,6,1503,1,0,0,2024-03-10 19:16:52
94,1,9,15,1504,2,0,0,2024-03-10 19:16:52
95,1,18,5,1505,1,0,0,2024-03-10 19:16:52
96,1,19,4,1506,1,0,0,2024-03-10 19:16:52
97,1,14,9,1507,2,0,0,2024-03-10 19:16:52
98,1,13,10,1508,2,0,0,2024-03-10 19:16:52
99,1,7,12,1510,2,0,0,2024-03-10 19:16:52
100,1,21,2,1511,1,0,0,2024-03-10 19:16:52
101,1,5,22,1512,0,0,0,2024-03-10 19:16:52
