,activate,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,1,11,16,1406,2,0,0,2024-03-07 23:09:20
1,1,8,11,1407,2,0,0,2024-03-07 23:09:20
2,1,24,3,1409,1,0,0,2024-03-07 23:09:20
3,1,2,17,1410,0,0,0,2024-03-07 23:09:20
4,1,12,7,1411,2,0,0,2024-03-07 23:09:20
5,1,4,20,1412,0,0,0,2024-03-07 23:09:20
6,1,16,8,1413,2,0,0,2024-03-07 23:09:20
7,1,8,15,1414,2,0,0,2024-03-07 23:09:20
8,1,10,13,1415,2,0,0,2024-03-07 23:09:20
9,1,16,11,1416,2,0,0,2024-03-07 23:09:20
10,1,10,13,1417,2,0,0,2024-03-07 23:09:20
11,1,16,11,1418,2,0,0,2024-03-07 23:09:20
12,1,8,11,1419,2,0,0,2024-03-07 23:09:20
13,1,10,9,1420,2,0,0,2024-03-07 23:09:20
14,1,13,10,1421,2,0,0,2024-03-07 23:09:20
15,1,3,21,1422,0,0,0,2024-03-07 23:09:20
16,1,8,20,1423,0,0,0,2024-03-07 23:09:20
17,1,20,7,1424,1,0,0,2024-03-07 23:09:20
18,1,0,0,1425,3,1,0,2024-03-07 23:09:20
19,1,19,5,1426,1,0,0,2024-03-07 23:09:20
20,1,2,16,1427,0,0,0,2024-03-07 23:09:20
21,1,0,24,1428,0,0,0,2024-03-07 23:09:20
22,1,0,24,1429,0,0,0,2024-03-07 23:09:20
23,1,14,13,1430,2,0,0,2024-03-07 23:09:20
24,1,18,9,1431,2,0,0,2024-03-07 23:09:20
25,1,12,6,1432,2,0,0,2024-03-07 23:09:20
26,1,11,12,1433,2,0,0,2024-03-07 23:09:20
27,1,15,12,1434,2,0,0,2024-03-07 23:09:20
28,1,16,11,1435,2,0,0,2024-03-07 23:09:20
29,1,11,7,1436,2,0,0,2024-03-07 23:09:20
30,1,13,10,1437,2,0,0,2024-03-07 23:09:20
31,1,5,19,1438,0,0,0,2024-03-07 23:09:20
32,1,12,12,1439,2,0,0,2024-03-07 23:09:20
33,1,19,5,1440,1,0,0,2024-03-07 23:09:20
34,1,22,2,1441,1,0,0,2024-03-07 23:09:20
35,1,16,11,1442,2,0,0,2024-03-07 23:09:20
36,1,30,1,1443,1,0,0,2024-03-07 23:09:20
37,1,14,4,1444,1,0,0,2024-03-07 23:09:20
38,1,10,9,1445,2,0,0,2024-03-07 23:09:20
39,1,14,13,1446,2,0,0,2024-03-07 23:09:20
40,1,8,10,1447,2,0,0,2024-03-07 23:09:20
41,1,18,1,1448,1,0,0,2024-03-07 23:09:20
42,1,12,7,1449,2,0,0,2024-03-07 23:09:20
43,1,24,3,1450,1,0,0,2024-03-07 23:09:20
44,1,14,10,1451,2,0,0,2024-03-07 23:09:20
45,1,20,4,1452,1,0,0,2024-03-07 23:09:20
46,1,18,9,1453,2,0,0,2024-03-07 23:09:20
47,1,19,5,1454,1,0,0,2024-03-07 23:09:20
48,1,19,8,1455,1,0,0,2024-03-07 23:09:20
49,1,12,3,1456,1,0,0,2024-03-07 23:09:20
50,1,22,2,1457,1,0,0,2024-03-07 23:09:20
51,1,8,11,1458,2,0,0,2024-03-07 23:09:20
52,1,2,22,1459,0,0,0,2024-03-07 23:09:20
53,1,17,6,1460,1,0,0,2024-03-07 23:09:20
54,1,4,19,1461,0,0,0,2024-03-07 23:09:20
55,1,14,13,1462,2,0,0,2024-03-07 23:09:20
56,1,8,11,1463,2,0,0,2024-03-07 23:09:20
57,1,19,4,1464,1,0,0,2024-03-07 23:09:20
58,1,18,9,1465,2,0,0,2024-03-07 23:09:20
59,1,4,23,1466,0,0,0,2024-03-07 23:09:20
60,1,6,17,1467,0,0,0,2024-03-07 23:09:20
61,1,3,21,1468,0,0,0,2024-03-07 23:09:20
62,1,8,15,1469,2,0,0,2024-03-07 23:09:20
63,1,9,10,1470,2,0,0,2024-03-07 23:09:20
64,1,15,12,1471,2,0,0,2024-03-07 23:09:20
65,1,18,9,1472,2,0,0,2024-03-07 23:09:20
66,1,22,1,1473,1,0,0,2024-03-07 23:09:20
67,1,5,18,1474,0,0,0,2024-03-07 23:09:20
68,1,5,18,1475,0,0,0,2024-03-07 23:09:20
69,1,9,18,1476,2,0,0,2024-03-07 23:09:20
70,1,17,10,1477,2,0,0,2024-03-07 23:09:20
71,1,11,13,1478,2,0,0,2024-03-07 23:09:20
72,1,18,0,1479,1,0,0,2024-03-07 23:09:20
73,1,7,16,1480,0,0,0,2024-03-07 23:09:20
74,1,13,14,1481,2,0,0,2024-03-07 23:09:20
75,1,17,7,1484,1,0,0,2024-03-07 23:09:20
76,1,12,11,1485,2,0,0,2024-03-07 23:09:20
77,1,13,10,1486,2,0,0,2024-03-07 23:09:20
78,1,6,17,1487,0,0,0,2024-03-07 23:09:20
79,1,25,2,1488,1,0,0,2024-03-07 23:09:20
80,1,9,15,1489,2,0,0,2024-03-07 23:09:20
81,1,10,13,1490,2,0,0,2024-03-07 23:09:20
82,1,10,13,1491,2,0,0,2024-03-07 23:09:20
83,1,5,18,1492,0,0,0,2024-03-07 23:09:20
84,1,7,20,1493,0,0,0,2024-03-07 23:09:20
85,1,5,18,1494,0,0,0,2024-03-07 23:09:20
86,1,5,18,1495,0,0,0,2024-03-07 23:09:20
87,1,18,5,1496,1,0,0,2024-03-07 23:09:20
88,1,9,14,1497,2,0,0,2024-03-07 23:09:20
89,1,6,17,1498,0,0,0,2024-03-07 23:09:20
90,1,17,10,1499,2,0,0,2024-03-07 23:09:20
91,1,21,6,1500,1,0,0,2024-03-07 23:09:20
92,1,5,19,1501,0,0,0,2024-03-07 23:09:20
93,1,8,15,1502,2,0,0,2024-03-07 23:09:20
94,1,0,27,1503,0,0,0,2024-03-07 23:09:20
95,1,16,8,1504,2,0,0,2024-03-07 23:09:20
96,1,14,9,1505,2,0,0,2024-03-07 23:09:20
97,1,6,17,1506,0,0,0,2024-03-07 23:09:20
98,1,17,6,1507,1,0,0,2024-03-07 23:09:20
99,1,5,18,1508,0,0,0,2024-03-07 23:09:20
100,1,13,6,1510,2,0,0,2024-03-07 23:09:20
101,1,8,15,1511,2,0,0,2024-03-07 23:09:20
