,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,23,4,1406,1,0,0,2024-02-22 12:56:59
1,17,2,1407,1,0,0,2024-02-22 12:56:59
2,11,16,1408,2,0,0,2024-02-22 12:56:59
3,11,16,1409,2,0,0,2024-02-22 12:56:59
4,4,15,1410,0,0,0,2024-02-22 12:56:59
5,13,6,1411,2,0,0,2024-02-22 12:56:59
6,21,3,1412,1,0,0,2024-02-22 12:56:59
7,9,15,1413,2,0,0,2024-02-22 12:56:59
8,12,11,1414,2,0,0,2024-02-22 12:56:59
9,6,17,1415,0,0,0,2024-02-22 12:56:59
10,9,18,1416,2,0,0,2024-02-22 12:56:59
11,13,10,1417,2,0,0,2024-02-22 12:56:59
12,21,6,1418,1,0,0,2024-02-22 12:56:59
13,5,14,1419,0,0,0,2024-02-22 12:56:59
14,14,5,1420,1,0,0,2024-02-22 12:56:59
15,3,20,1421,0,0,0,2024-02-22 12:56:59
16,12,12,1422,2,0,0,2024-02-22 12:56:59
17,25,3,1423,1,0,0,2024-02-22 12:56:59
18,27,0,1424,1,0,0,2024-02-22 12:56:59
19,0,0,1425,3,1,0,2024-02-22 12:56:59
20,13,11,1426,2,0,0,2024-02-22 12:56:59
21,16,2,1427,1,0,0,2024-02-22 12:56:59
22,7,17,1428,0,0,0,2024-02-22 12:56:59
23,5,19,1429,0,0,0,2024-02-22 12:56:59
24,19,8,1430,1,0,0,2024-02-22 12:56:59
25,21,6,1431,1,0,0,2024-02-22 12:56:59
26,18,0,1432,1,0,0,2024-02-22 12:56:59
27,12,11,1433,2,0,0,2024-02-22 12:56:59
28,26,1,1434,1,0,0,2024-02-22 12:56:59
29,10,17,1435,2,0,0,2024-02-22 12:56:59
30,12,6,1436,2,0,0,2024-02-22 12:56:59
31,22,1,1437,1,0,0,2024-02-22 12:56:59
32,14,10,1438,2,0,0,2024-02-22 12:56:59
33,21,3,1439,1,0,0,2024-02-22 12:56:59
34,8,16,1440,2,0,0,2024-02-22 12:56:59
35,4,20,1441,0,0,0,2024-02-22 12:56:59
36,3,24,1442,0,0,0,2024-02-22 12:56:59
37,1,30,1443,0,0,0,2024-02-22 12:56:59
38,3,14,1444,0,0,0,2024-02-22 12:56:59
39,6,13,1445,0,0,0,2024-02-22 12:56:59
40,12,15,1446,2,0,0,2024-02-22 12:56:59
41,6,12,1447,2,0,0,2024-02-22 12:56:59
42,11,8,1448,2,0,0,2024-02-22 12:56:59
43,7,12,1449,2,0,0,2024-02-22 12:56:59
44,16,11,1450,2,0,0,2024-02-22 12:56:59
45,22,2,1451,1,0,0,2024-02-22 12:56:59
46,6,17,1452,0,0,0,2024-02-22 12:56:59
47,25,2,1453,1,0,0,2024-02-22 12:56:59
48,16,8,1454,2,0,0,2024-02-22 12:56:59
49,22,5,1455,1,0,0,2024-02-22 12:56:59
50,10,5,1456,2,0,0,2024-02-22 12:56:59
51,20,4,1457,1,0,0,2024-02-22 12:56:59
52,9,10,1458,2,0,0,2024-02-22 12:56:59
53,7,17,1459,0,0,0,2024-02-22 12:56:59
54,10,13,1460,2,0,0,2024-02-22 12:56:59
55,14,9,1461,2,0,0,2024-02-22 12:56:59
56,8,19,1462,0,0,0,2024-02-22 12:56:59
57,2,17,1463,0,0,0,2024-02-22 12:56:59
58,23,0,1464,1,0,0,2024-02-22 12:56:59
59,18,9,1465,2,0,0,2024-02-22 12:56:59
60,16,11,1466,2,0,0,2024-02-22 12:56:59
61,18,5,1467,1,0,0,2024-02-22 12:56:59
62,17,7,1468,1,0,0,2024-02-22 12:56:59
63,16,7,1469,2,0,0,2024-02-22 12:56:59
64,16,3,1470,1,0,0,2024-02-22 12:56:59
65,17,10,1471,2,0,0,2024-02-22 12:56:59
66,17,10,1472,2,0,0,2024-02-22 12:56:59
67,4,19,1473,0,0,0,2024-02-22 12:56:59
68,6,17,1474,0,0,0,2024-02-22 12:56:59
69,1,22,1475,0,0,0,2024-02-22 12:56:59
70,11,16,1476,2,0,0,2024-02-22 12:56:59
71,6,21,1477,0,0,0,2024-02-22 12:56:59
72,8,16,1478,2,0,0,2024-02-22 12:56:59
73,7,11,1479,2,0,0,2024-02-22 12:56:59
74,13,10,1480,2,0,0,2024-02-22 12:56:59
75,9,18,1481,2,0,0,2024-02-22 12:56:59
76,6,18,1484,0,0,0,2024-02-22 12:56:59
77,2,21,1485,0,0,0,2024-02-22 12:56:59
78,15,8,1486,2,0,0,2024-02-22 12:56:59
79,12,11,1487,2,0,0,2024-02-22 12:56:59
80,7,20,1488,0,0,0,2024-02-22 12:56:59
81,22,2,1489,1,0,0,2024-02-22 12:56:59
82,16,7,1490,2,0,0,2024-02-22 12:56:59
83,23,0,1491,1,0,0,2024-02-22 12:56:59
84,4,19,1492,0,0,0,2024-02-22 12:56:59
85,22,5,1493,1,0,0,2024-02-22 12:56:59
86,11,12,1494,2,0,0,2024-02-22 12:56:59
87,8,15,1495,2,0,0,2024-02-22 12:56:59
88,8,15,1496,2,0,0,2024-02-22 12:56:59
