,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,15,12,1406,2,0,0,2024-02-21 19:24:32
1,18,1,1407,1,0,0,2024-02-21 19:24:32
2,17,10,1408,2,0,0,2024-02-21 19:24:32
3,19,8,1409,1,0,0,2024-02-21 19:24:32
4,7,12,1410,2,0,0,2024-02-21 19:24:32
5,9,10,1411,2,0,0,2024-02-21 19:24:32
6,8,16,1412,2,0,0,2024-02-21 19:24:32
7,0,24,1413,0,0,0,2024-02-21 19:24:32
8,13,10,1414,2,0,0,2024-02-21 19:24:32
9,5,18,1415,0,0,0,2024-02-21 19:24:32
10,22,5,1416,1,0,0,2024-02-21 19:24:32
11,17,6,1417,1,0,0,2024-02-21 19:24:32
12,15,12,1418,2,0,0,2024-02-21 19:24:32
13,9,10,1419,2,0,0,2024-02-21 19:24:32
14,11,8,1420,2,0,0,2024-02-21 19:24:32
15,9,14,1421,2,0,0,2024-02-21 19:24:32
16,17,7,1422,1,0,0,2024-02-21 19:24:32
17,12,16,1423,2,0,0,2024-02-21 19:24:32
18,4,23,1424,0,0,0,2024-02-21 19:24:32
19,0,0,1425,3,1,0,2024-02-21 19:24:32
20,6,18,1426,0,0,0,2024-02-21 19:24:32
21,7,11,1427,2,0,0,2024-02-21 19:24:32
22,8,16,1428,2,0,0,2024-02-21 19:24:32
23,8,16,1429,2,0,0,2024-02-21 19:24:32
24,7,20,1430,0,0,0,2024-02-21 19:24:32
25,18,9,1431,2,0,0,2024-02-21 19:24:32
26,7,11,1432,2,0,0,2024-02-21 19:24:32
27,14,9,1433,2,0,0,2024-02-21 19:24:32
28,15,12,1434,2,0,0,2024-02-21 19:24:32
29,8,19,1435,0,0,0,2024-02-21 19:24:32
30,0,0,1436,3,1,0,2024-02-21 19:24:32
31,6,17,1437,0,0,0,2024-02-21 19:24:32
32,5,19,1438,0,0,0,2024-02-21 19:24:32
33,22,2,1439,1,0,0,2024-02-21 19:24:32
34,11,13,1440,2,0,0,2024-02-21 19:24:32
35,22,2,1441,1,0,0,2024-02-21 19:24:32
36,6,21,1442,0,0,0,2024-02-21 19:24:32
37,31,0,1443,1,0,0,2024-02-21 19:24:32
38,16,2,1444,1,0,0,2024-02-21 19:24:32
39,14,5,1445,1,0,0,2024-02-21 19:24:32
40,15,12,1446,2,0,0,2024-02-21 19:24:32
41,8,10,1447,2,0,0,2024-02-21 19:24:32
42,10,9,1448,2,0,0,2024-02-21 19:24:32
43,17,2,1449,1,0,0,2024-02-21 19:24:32
44,24,3,1450,1,0,0,2024-02-21 19:24:32
45,11,13,1451,2,0,0,2024-02-21 19:24:32
46,24,0,1452,1,0,0,2024-02-21 19:24:32
47,25,2,1453,1,0,0,2024-02-21 19:24:32
48,5,19,1454,0,0,0,2024-02-21 19:24:32
49,4,23,1455,0,0,0,2024-02-21 19:24:32
50,5,10,1456,2,0,0,2024-02-21 19:24:32
51,21,3,1457,1,0,0,2024-02-21 19:24:32
52,7,12,1458,2,0,0,2024-02-21 19:24:32
53,10,14,1459,2,0,0,2024-02-21 19:24:32
54,10,13,1460,2,0,0,2024-02-21 19:24:32
55,10,13,1461,2,0,0,2024-02-21 19:24:32
56,23,4,1462,1,0,0,2024-02-21 19:24:32
57,12,7,1463,2,0,0,2024-02-21 19:24:32
58,10,13,1464,2,0,0,2024-02-21 19:24:32
59,18,9,1465,2,0,0,2024-02-21 19:24:32
60,5,22,1466,0,0,0,2024-02-21 19:24:32
61,18,5,1467,1,0,0,2024-02-21 19:24:32
