,activate,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,1,24,3,1406,1,0,0,2024-03-01 13:16:49
1,1,12,7,1407,2,0,0,2024-03-01 13:16:49
2,1,18,9,1408,2,0,0,2024-03-01 13:16:49
3,1,11,16,1409,2,0,0,2024-03-01 13:16:49
4,1,3,16,1410,0,0,0,2024-03-01 13:16:49
5,1,17,2,1411,1,0,0,2024-03-01 13:16:49
6,1,16,8,1412,2,0,0,2024-03-01 13:16:49
7,1,3,21,1413,0,0,0,2024-03-01 13:16:49
8,1,15,8,1414,2,0,0,2024-03-01 13:16:49
9,1,0,23,1415,0,0,0,2024-03-01 13:16:49
10,1,6,21,1416,0,0,0,2024-03-01 13:16:49
11,1,5,18,1417,0,0,0,2024-03-01 13:16:49
12,1,4,23,1418,0,0,0,2024-03-01 13:16:49
13,1,1,18,1419,0,0,0,2024-03-01 13:16:49
14,1,9,10,1420,2,0,0,2024-03-01 13:16:49
15,1,2,21,1421,0,0,0,2024-03-01 13:16:49
16,1,9,15,1422,2,0,0,2024-03-01 13:16:49
17,1,18,10,1423,2,0,0,2024-03-01 13:16:49
18,1,26,1,1424,1,0,0,2024-03-01 13:16:49
19,1,0,0,1425,3,1,0,2024-03-01 13:16:49
20,1,12,12,1426,2,0,0,2024-03-01 13:16:49
21,1,16,2,1427,1,0,0,2024-03-01 13:16:49
22,1,18,6,1428,1,0,0,2024-03-01 13:16:49
23,1,16,8,1429,2,0,0,2024-03-01 13:16:49
24,1,10,17,1430,2,0,0,2024-03-01 13:16:49
25,1,27,0,1431,1,0,0,2024-03-01 13:16:49
26,1,15,3,1432,1,0,0,2024-03-01 13:16:49
27,1,20,3,1433,1,0,0,2024-03-01 13:16:49
28,1,18,8,1434,1,0,0,2024-03-01 13:16:49
29,1,12,15,1435,2,0,0,2024-03-01 13:16:49
30,1,17,1,1436,1,0,0,2024-03-01 13:16:49
31,1,8,15,1437,2,0,0,2024-03-01 13:16:49
32,1,19,5,1438,1,0,0,2024-03-01 13:16:49
33,1,14,10,1439,2,0,0,2024-03-01 13:16:49
34,1,23,1,1440,1,0,0,2024-03-01 13:16:49
35,1,12,12,1441,2,0,0,2024-03-01 13:16:49
36,1,12,15,1442,2,0,0,2024-03-01 13:16:49
37,1,4,27,1443,0,0,0,2024-03-01 13:16:49
38,1,6,12,1444,2,0,0,2024-03-01 13:16:49
39,1,18,1,1445,1,0,0,2024-03-01 13:16:49
40,1,6,21,1446,0,0,0,2024-03-01 13:16:49
41,1,0,18,1447,0,0,0,2024-03-01 13:16:49
42,1,4,15,1448,0,0,0,2024-03-01 13:16:49
43,1,8,11,1449,2,0,0,2024-03-01 13:16:49
44,1,15,12,1450,2,0,0,2024-03-01 13:16:49
45,1,15,9,1451,2,0,0,2024-03-01 13:16:49
46,1,24,0,1452,1,0,0,2024-03-01 13:16:49
47,1,24,3,1453,1,0,0,2024-03-01 13:16:49
48,1,19,5,1454,1,0,0,2024-03-01 13:16:49
49,1,26,1,1455,1,0,0,2024-03-01 13:16:49
50,1,10,5,1456,2,0,0,2024-03-01 13:16:49
51,1,4,20,1457,0,0,0,2024-03-01 13:16:49
52,1,10,9,1458,2,0,0,2024-03-01 13:16:49
53,1,16,8,1459,2,0,0,2024-03-01 13:16:49
54,1,19,4,1460,1,0,0,2024-03-01 13:16:49
55,1,22,1,1461,1,0,0,2024-03-01 13:16:49
56,1,19,8,1462,1,0,0,2024-03-01 13:16:49
57,1,3,16,1463,0,0,0,2024-03-01 13:16:49
58,1,16,7,1464,2,0,0,2024-03-01 13:16:49
59,1,23,4,1465,1,0,0,2024-03-01 13:16:49
60,1,17,10,1466,2,0,0,2024-03-01 13:16:49
61,1,12,11,1467,2,0,0,2024-03-01 13:16:49
62,1,17,7,1468,1,0,0,2024-03-01 13:16:49
