,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,24,2,1406,1,0,0,2024-02-20 17:48:47
1,12,7,1407,2,0,0,2024-02-20 17:48:47
2,8,19,1408,0,0,0,2024-02-20 17:48:47
3,2,24,1409,0,0,0,2024-02-20 17:48:47
4,12,7,1410,2,0,0,2024-02-20 17:48:47
5,19,0,1411,1,0,0,2024-02-20 17:48:47
6,5,19,1412,0,0,0,2024-02-20 17:48:47
7,5,19,1413,0,0,0,2024-02-20 17:48:47
8,10,13,1414,2,0,0,2024-02-20 17:48:47
9,9,14,1415,2,0,0,2024-02-20 17:48:47
10,23,4,1416,1,0,0,2024-02-20 17:48:47
11,2,21,1417,0,0,0,2024-02-20 17:48:47
12,9,18,1418,2,0,0,2024-02-20 17:48:47
13,6,13,1419,0,0,0,2024-02-20 17:48:47
14,8,11,1420,2,0,0,2024-02-20 17:48:47
15,3,20,1421,0,0,0,2024-02-20 17:48:47
16,13,10,1422,2,0,0,2024-02-20 17:48:47
17,6,22,1423,0,0,0,2024-02-20 17:48:47
18,7,20,1424,0,0,0,2024-02-20 17:48:47
19,0,0,1425,3,1,0,2024-02-20 17:48:47
20,16,8,1426,2,0,0,2024-02-20 17:48:47
21,11,7,1427,2,0,0,2024-02-20 17:48:47
22,13,11,1428,2,0,0,2024-02-20 17:48:47
23,9,15,1429,2,0,0,2024-02-20 17:48:47
24,14,13,1430,2,0,0,2024-02-20 17:48:47
25,20,7,1431,1,0,0,2024-02-20 17:48:47
26,11,7,1432,2,0,0,2024-02-20 17:48:47
27,14,9,1433,2,0,0,2024-02-20 17:48:47
28,25,2,1434,1,0,0,2024-02-20 17:48:47
29,16,11,1435,2,0,0,2024-02-20 17:48:47
30,16,2,1436,1,0,0,2024-02-20 17:48:47
31,14,9,1437,2,0,0,2024-02-20 17:48:47
32,13,11,1438,2,0,0,2024-02-20 17:48:47
33,19,5,1439,1,0,0,2024-02-20 17:48:47
34,10,13,1440,2,0,0,2024-02-20 17:48:47
35,18,6,1441,1,0,0,2024-02-20 17:48:47
36,6,21,1442,0,0,0,2024-02-20 17:48:47
37,6,25,1443,0,0,0,2024-02-20 17:48:47
38,6,12,1444,2,0,0,2024-02-20 17:48:47
39,7,11,1445,2,0,0,2024-02-20 17:48:47
40,9,18,1446,2,0,0,2024-02-20 17:48:47
41,3,15,1447,0,0,0,2024-02-20 17:48:47
42,5,14,1448,0,0,0,2024-02-20 17:48:47
43,13,6,1449,2,0,0,2024-02-20 17:48:47
44,25,2,1450,1,0,0,2024-02-20 17:48:47
45,4,20,1451,0,0,0,2024-02-20 17:48:47
46,15,9,1452,2,0,0,2024-02-20 17:48:47
47,23,4,1453,1,0,0,2024-02-20 17:48:47
48,19,5,1454,1,0,0,2024-02-20 17:48:47
49,24,3,1455,1,0,0,2024-02-20 17:48:47
50,14,1,1456,1,0,0,2024-02-20 17:48:47
51,24,0,1457,1,0,0,2024-02-20 17:48:47
52,9,10,1458,2,0,0,2024-02-20 17:48:47
53,13,11,1459,2,0,0,2024-02-20 17:48:47
54,9,14,1460,2,0,0,2024-02-20 17:48:47
55,17,6,1461,1,0,0,2024-02-20 17:48:47
56,6,21,1462,0,0,0,2024-02-20 17:48:47
57,6,13,1463,0,0,0,2024-02-20 17:48:47
58,15,8,1464,2,0,0,2024-02-20 17:48:47
59,21,6,1465,1,0,0,2024-02-20 17:48:47
60,4,23,1466,0,0,0,2024-02-20 17:48:47
61,3,20,1467,0,0,0,2024-02-20 17:48:47
62,13,11,1468,2,0,0,2024-02-20 17:48:47
63,10,13,1469,2,0,0,2024-02-20 17:48:47
64,8,11,1470,2,0,0,2024-02-20 17:48:47
65,19,8,1471,1,0,0,2024-02-20 17:48:47
66,9,18,1472,2,0,0,2024-02-20 17:48:47
67,15,8,1473,2,0,0,2024-02-20 17:48:47
68,14,9,1474,2,0,0,2024-02-20 17:48:47
69,9,14,1475,2,0,0,2024-02-20 17:48:47
70,22,5,1476,1,0,0,2024-02-20 17:48:47
71,26,1,1477,1,0,0,2024-02-20 17:48:47
72,12,12,1478,2,0,0,2024-02-20 17:48:47
73,7,11,1479,2,0,0,2024-02-20 17:48:47
74,14,9,1480,2,0,0,2024-02-20 17:48:47
75,10,17,1481,2,0,0,2024-02-20 17:48:47
76,18,6,1484,1,0,0,2024-02-20 17:48:47
77,6,17,1485,0,0,0,2024-02-20 17:48:47
78,11,12,1486,2,0,0,2024-02-20 17:48:47
79,12,11,1487,2,0,0,2024-02-20 17:48:47
80,1,26,1488,0,0,0,2024-02-20 17:48:47
81,4,20,1489,0,0,0,2024-02-20 17:48:47
82,12,11,1490,2,0,0,2024-02-20 17:48:47
83,19,4,1491,1,0,0,2024-02-20 17:48:47
84,4,19,1492,0,0,0,2024-02-20 17:48:47
85,10,17,1493,2,0,0,2024-02-20 17:48:47
86,9,13,1494,2,0,0,2024-02-20 17:48:47
87,9,14,1495,2,0,0,2024-02-20 17:48:47
88,15,8,1496,2,0,0,2024-02-20 17:48:47
89,9,14,1497,2,0,0,2024-02-20 17:48:47
90,17,6,1498,1,0,0,2024-02-20 17:48:47
91,11,16,1499,2,0,0,2024-02-20 17:48:47
92,15,12,1500,2,0,0,2024-02-20 17:48:47
93,3,21,1501,0,0,0,2024-02-20 17:48:47
94,10,13,1502,2,0,0,2024-02-20 17:48:47
95,9,18,1503,2,0,0,2024-02-20 17:48:47
96,7,16,1504,2,0,0,2024-02-20 17:48:47
97,18,5,1505,1,0,0,2024-02-20 17:48:47
98,20,3,1506,1,0,0,2024-02-20 17:48:47
99,6,17,1507,0,0,0,2024-02-20 17:48:47
100,22,1,1508,1,0,0,2024-02-20 17:48:47
101,12,7,1510,2,0,0,2024-02-20 17:48:47
102,7,16,1511,0,0,0,2024-02-20 17:48:47
103,17,10,1512,2,0,0,2024-02-20 17:48:47
104,9,14,1513,2,0,0,2024-02-20 17:48:47
105,14,9,1514,2,0,0,2024-02-20 17:48:47
106,10,13,1515,2,0,0,2024-02-20 17:48:47
107,12,11,1516,2,0,0,2024-02-20 17:48:47
108,10,13,1517,2,0,0,2024-02-20 17:48:47
109,10,14,1518,2,0,0,2024-02-20 17:48:47
110,12,11,1519,2,0,0,2024-02-20 17:48:47
111,4,19,1520,0,0,0,2024-02-20 17:48:47
112,2,16,1521,0,0,0,2024-02-20 17:48:47
113,10,8,1522,2,0,0,2024-02-20 17:48:47
114,15,8,1523,2,0,0,2024-02-20 17:48:47
115,2,21,1524,0,0,0,2024-02-20 17:48:47
116,19,4,1525,1,0,0,2024-02-20 17:48:47
117,23,4,1526,1,0,0,2024-02-20 17:48:47
118,21,6,1527,1,0,0,2024-02-20 17:48:47
119,16,7,1528,2,0,0,2024-02-20 17:48:47
120,20,7,1529,1,0,0,2024-02-20 17:48:47
121,25,2,1530,1,0,0,2024-02-20 17:48:47
122,27,0,1531,1,0,0,2024-02-20 17:48:47
123,21,6,1532,1,0,0,2024-02-20 17:48:47
124,10,17,1533,2,0,0,2024-02-20 17:48:47
125,23,4,1534,1,0,0,2024-02-20 17:48:47
126,13,14,1535,2,0,0,2024-02-20 17:48:47
127,12,11,1536,2,0,0,2024-02-20 17:48:47
128,8,15,1537,2,0,0,2024-02-20 17:48:47
129,8,19,1538,0,0,0,2024-02-20 17:48:47
130,1,23,1539,0,0,0,2024-02-20 17:48:47
131,0,23,1540,0,0,0,2024-02-20 17:48:47
132,5,18,1541,0,0,0,2024-02-20 17:48:47
133,23,0,1542,1,0,0,2024-02-20 17:48:47
134,12,12,1543,2,0,0,2024-02-20 17:48:47
135,13,10,1544,2,0,0,2024-02-20 17:48:47
136,12,12,1545,2,0,0,2024-02-20 17:48:47
137,9,18,1546,2,0,0,2024-02-20 17:48:47
138,2,10,1547,0,0,0,2024-02-20 17:48:47
139,14,9,1548,2,0,0,2024-02-20 17:48:47
140,9,14,1549,2,0,0,2024-02-20 17:48:47
141,10,17,1550,2,0,0,2024-02-20 17:48:47
142,9,14,1551,2,0,0,2024-02-20 17:48:47
143,7,12,1552,2,0,0,2024-02-20 17:48:47
144,2,21,1553,0,0,0,2024-02-20 17:48:47
145,11,12,1554,2,0,0,2024-02-20 17:48:47
146,13,10,1555,2,0,0,2024-02-20 17:48:47
147,18,9,1557,2,0,0,2024-02-20 17:48:47
148,1,22,1558,0,0,0,2024-02-20 17:48:47
149,11,12,1559,2,0,0,2024-02-20 17:48:47
150,9,15,1560,2,0,0,2024-02-20 17:48:47
151,9,14,1561,2,0,0,2024-02-20 17:48:47
152,6,18,1562,0,0,0,2024-02-20 17:48:47
153,8,15,1564,2,0,0,2024-02-20 17:48:47
154,3,20,1565,0,0,0,2024-02-20 17:48:47
155,11,13,1566,2,0,0,2024-02-20 17:48:47
156,12,12,2152,2,0,0,2024-02-20 17:48:47
157,13,5,2153,1,0,0,2024-02-20 17:48:47
158,1,23,2154,0,0,0,2024-02-20 17:48:47
159,19,5,2155,1,0,0,2024-02-20 17:48:47
160,8,16,2156,2,0,0,2024-02-20 17:48:47
161,6,18,2157,0,0,0,2024-02-20 17:48:47
162,7,17,2158,0,0,0,2024-02-20 17:48:47
163,11,13,2159,2,0,0,2024-02-20 17:48:47
164,11,13,2160,2,0,0,2024-02-20 17:48:47
165,11,13,2161,2,0,0,2024-02-20 17:48:47
166,9,15,2162,2,0,0,2024-02-20 17:48:47
167,13,11,2163,2,0,0,2024-02-20 17:48:47
168,6,18,2164,0,0,0,2024-02-20 17:48:47
169,6,18,2165,0,0,0,2024-02-20 17:48:47
170,9,15,2166,2,0,0,2024-02-20 17:48:47
171,7,10,2167,2,0,0,2024-02-20 17:48:47
172,12,6,2168,2,0,0,2024-02-20 17:48:47
173,2,22,2169,0,0,0,2024-02-20 17:48:47
174,2,21,2170,0,0,0,2024-02-20 17:48:47
175,10,17,2171,2,0,0,2024-02-20 17:48:47
176,7,20,2172,0,0,0,2024-02-20 17:48:47
177,15,8,2173,2,0,0,2024-02-20 17:48:47
178,11,12,2174,2,0,0,2024-02-20 17:48:47
179,9,18,2175,2,0,0,2024-02-20 17:48:47
180,17,10,2176,2,0,0,2024-02-20 17:48:47
181,6,17,2177,0,0,0,2024-02-20 17:48:47
182,13,6,2178,2,0,0,2024-02-20 17:48:47
183,14,13,2179,2,0,0,2024-02-20 17:48:47
184,4,20,2180,0,0,0,2024-02-20 17:48:47
185,10,14,2182,2,0,0,2024-02-20 17:48:47
186,11,13,2183,2,0,0,2024-02-20 17:48:47
187,2,21,2184,0,0,0,2024-02-20 17:48:47
188,13,10,2185,2,0,0,2024-02-20 17:48:47
189,26,1,2186,1,0,0,2024-02-20 17:48:47
190,10,17,2187,2,0,0,2024-02-20 17:48:47
191,26,1,2188,1,0,0,2024-02-20 17:48:47
192,5,18,2189,0,0,0,2024-02-20 17:48:47
193,14,13,2190,2,0,0,2024-02-20 17:48:47
194,4,23,2191,0,0,0,2024-02-20 17:48:47
195,3,20,2205,0,0,0,2024-02-20 17:48:47
196,18,5,2207,1,0,0,2024-02-20 17:48:47
197,7,16,2214,0,0,0,2024-02-20 17:48:47
198,17,6,2224,1,0,0,2024-02-20 17:48:47
199,11,12,2225,2,0,0,2024-02-20 17:48:47
200,11,13,2226,2,0,0,2024-02-20 17:48:47
201,13,10,2233,2,0,0,2024-02-20 17:48:47
202,8,15,2234,2,0,0,2024-02-20 17:48:47
203,16,7,2235,2,0,0,2024-02-20 17:48:47
204,4,19,2236,0,0,0,2024-02-20 17:48:47
205,19,4,2237,1,0,0,2024-02-20 17:48:47
206,12,11,2238,2,0,0,2024-02-20 17:48:47
207,21,6,2239,1,0,0,2024-02-20 17:48:47
208,7,16,2240,0,0,0,2024-02-20 17:48:47
209,8,19,2241,0,0,0,2024-02-20 17:48:47
210,11,11,2243,2,0,0,2024-02-20 17:48:47
211,17,10,2244,2,0,0,2024-02-20 17:48:47
212,11,12,2245,2,0,0,2024-02-20 17:48:47
213,11,12,2246,2,0,0,2024-02-20 17:48:47
214,19,4,2247,1,0,0,2024-02-20 17:48:47
215,18,5,2248,1,0,0,2024-02-20 17:48:47
216,14,9,2249,2,0,0,2024-02-20 17:48:47
217,17,6,2250,1,0,0,2024-02-20 17:48:47
218,10,13,2251,2,0,0,2024-02-20 17:48:47
219,12,12,2252,2,0,0,2024-02-20 17:48:47
220,3,21,2254,0,0,0,2024-02-20 17:48:47
221,15,9,2255,2,0,0,2024-02-20 17:48:47
222,10,14,2256,2,0,0,2024-02-20 17:48:47
223,8,16,2257,2,0,0,2024-02-20 17:48:47
224,8,16,2258,2,0,0,2024-02-20 17:48:47
225,15,9,2259,2,0,0,2024-02-20 17:48:47
226,15,9,2260,2,0,0,2024-02-20 17:48:47
227,8,16,2261,2,0,0,2024-02-20 17:48:47
228,9,15,2262,2,0,0,2024-02-20 17:48:47
229,6,12,2263,2,0,0,2024-02-20 17:48:47
230,10,8,2264,2,0,0,2024-02-20 17:48:47
231,15,9,2265,2,0,0,2024-02-20 17:48:47
232,20,3,2266,1,0,0,2024-02-20 17:48:47
233,10,13,2267,2,0,0,2024-02-20 17:48:47
234,19,4,2268,1,0,0,2024-02-20 17:48:47
235,12,11,2269,2,0,0,2024-02-20 17:48:47
236,5,19,2270,0,0,0,2024-02-20 17:48:47
237,16,8,2271,2,0,0,2024-02-20 17:48:47
238,7,17,2272,0,0,0,2024-02-20 17:48:47
239,10,14,2273,2,0,0,2024-02-20 17:48:47
240,21,2,2274,1,0,0,2024-02-20 17:48:47
241,27,0,2275,1,0,0,2024-02-20 17:48:47
242,16,11,2276,2,0,0,2024-02-20 17:48:47
243,7,17,2278,0,0,0,2024-02-20 17:48:47
244,8,16,2279,2,0,0,2024-02-20 17:48:47
245,7,17,2280,0,0,0,2024-02-20 17:48:47
246,0,23,2281,0,0,0,2024-02-20 17:48:47
247,20,4,2282,1,0,0,2024-02-20 17:48:47
248,16,11,2283,2,0,0,2024-02-20 17:48:47
249,15,8,2285,2,0,0,2024-02-20 17:48:47
250,6,17,2286,0,0,0,2024-02-20 17:48:47
251,13,10,2287,2,0,0,2024-02-20 17:48:47
252,21,2,2288,1,0,0,2024-02-20 17:48:47
253,6,16,2289,0,0,0,2024-02-20 17:48:47
254,8,16,2290,2,0,0,2024-02-20 17:48:47
255,7,16,2291,0,0,0,2024-02-20 17:48:47
256,6,17,2292,0,0,0,2024-02-20 17:48:47
257,3,24,2293,0,0,0,2024-02-20 17:48:47
258,13,11,2294,2,0,0,2024-02-20 17:48:47
259,12,7,2297,2,0,0,2024-02-20 17:48:47
260,5,18,2298,0,0,0,2024-02-20 17:48:47
261,18,5,2299,1,0,0,2024-02-20 17:48:47
262,4,19,2300,0,0,0,2024-02-20 17:48:47
263,10,17,2301,2,0,0,2024-02-20 17:48:47
264,9,18,2302,2,0,0,2024-02-20 17:48:47
265,9,14,2303,2,0,0,2024-02-20 17:48:47
266,13,2,2304,1,0,0,2024-02-20 17:48:47
267,17,6,2305,1,0,0,2024-02-20 17:48:47
268,6,17,2306,0,0,0,2024-02-20 17:48:47
269,1,22,2307,0,0,0,2024-02-20 17:48:47
270,10,13,2308,2,0,0,2024-02-20 17:48:47
271,18,5,2309,1,0,0,2024-02-20 17:48:47
272,8,16,2311,2,0,0,2024-02-20 17:48:47
273,2,22,2312,0,0,0,2024-02-20 17:48:47
274,14,13,2313,2,0,0,2024-02-20 17:48:47
275,5,19,2314,0,0,0,2024-02-20 17:48:47
