,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,13,14,1406,2,0,0,2024-02-21 05:50:30
1,17,2,1407,1,0,0,2024-02-21 05:50:30
2,1,26,1408,0,0,0,2024-02-21 05:50:30
3,2,24,1409,0,0,0,2024-02-21 05:50:30
4,2,17,1410,0,0,0,2024-02-21 05:50:30
5,11,8,1411,2,0,0,2024-02-21 05:50:30
6,9,15,1412,2,0,0,2024-02-21 05:50:30
7,13,11,1413,2,0,0,2024-02-21 05:50:30
8,10,13,1414,2,0,0,2024-02-21 05:50:30
9,9,14,1415,2,0,0,2024-02-21 05:50:30
10,21,6,1416,1,0,0,2024-02-21 05:50:30
11,12,11,1417,2,0,0,2024-02-21 05:50:30
12,11,16,1418,2,0,0,2024-02-21 05:50:30
13,19,0,1419,1,0,0,2024-02-21 05:50:30
14,12,7,1420,2,0,0,2024-02-21 05:50:30
15,8,15,1421,2,0,0,2024-02-21 05:50:30
16,19,5,1422,1,0,0,2024-02-21 05:50:30
17,24,4,1423,1,0,0,2024-02-21 05:50:30
18,22,5,1424,1,0,0,2024-02-21 05:50:30
19,0,0,1425,3,1,0,2024-02-21 05:50:30
20,13,11,1426,2,0,0,2024-02-21 05:50:30
21,15,3,1427,1,0,0,2024-02-21 05:50:30
22,3,21,1428,0,0,0,2024-02-21 05:50:30
23,4,20,1429,0,0,0,2024-02-21 05:50:30
24,7,20,1430,0,0,0,2024-02-21 05:50:30
25,22,5,1431,1,0,0,2024-02-21 05:50:30
26,9,9,1432,2,0,0,2024-02-21 05:50:30
27,11,12,1433,2,0,0,2024-02-21 05:50:30
28,21,6,1434,1,0,0,2024-02-21 05:50:30
29,10,17,1435,2,0,0,2024-02-21 05:50:30
30,9,9,1436,2,0,0,2024-02-21 05:50:30
31,7,16,1437,0,0,0,2024-02-21 05:50:30
32,10,14,1438,2,0,0,2024-02-21 05:50:30
33,21,3,1439,1,0,0,2024-02-21 05:50:30
34,8,16,1440,2,0,0,2024-02-21 05:50:30
35,18,6,1441,1,0,0,2024-02-21 05:50:30
36,22,5,1442,1,0,0,2024-02-21 05:50:30
37,23,7,1443,1,0,0,2024-02-21 05:50:30
38,6,12,1444,2,0,0,2024-02-21 05:50:30
39,8,11,1445,2,0,0,2024-02-21 05:50:30
40,20,7,1446,1,0,0,2024-02-21 05:50:30
41,11,7,1447,2,0,0,2024-02-21 05:50:30
42,13,6,1448,2,0,0,2024-02-21 05:50:30
43,7,12,1449,2,0,0,2024-02-21 05:50:30
44,20,7,1450,1,0,0,2024-02-21 05:50:30
45,16,8,1451,2,0,0,2024-02-21 05:50:30
46,14,9,1452,2,0,0,2024-02-21 05:50:30
47,27,0,1453,1,0,0,2024-02-21 05:50:30
48,4,20,1454,0,0,0,2024-02-21 05:50:30
49,10,17,1455,2,0,0,2024-02-21 05:50:30
50,12,3,1456,1,0,0,2024-02-21 05:50:30
51,23,1,1457,1,0,0,2024-02-21 05:50:30
52,6,12,1458,2,0,0,2024-02-21 05:50:30
53,20,4,1459,1,0,0,2024-02-21 05:50:30
54,10,13,1460,2,0,0,2024-02-21 05:50:30
55,13,10,1461,2,0,0,2024-02-21 05:50:30
56,13,14,1462,2,0,0,2024-02-21 05:50:30
57,9,10,1463,2,0,0,2024-02-21 05:50:30
58,15,8,1464,2,0,0,2024-02-21 05:50:30
59,19,8,1465,1,0,0,2024-02-21 05:50:30
60,19,8,1466,1,0,0,2024-02-21 05:50:30
61,5,18,1467,0,0,0,2024-02-21 05:50:30
62,11,13,1468,2,0,0,2024-02-21 05:50:30
63,17,6,1469,1,0,0,2024-02-21 05:50:30
64,3,16,1470,0,0,0,2024-02-21 05:50:30
65,13,14,1471,2,0,0,2024-02-21 05:50:30
66,7,20,1472,0,0,0,2024-02-21 05:50:30
67,21,2,1473,1,0,0,2024-02-21 05:50:30
68,9,14,1474,2,0,0,2024-02-21 05:50:30
69,6,17,1475,0,0,0,2024-02-21 05:50:30
70,18,9,1476,2,0,0,2024-02-21 05:50:30
71,11,16,1477,2,0,0,2024-02-21 05:50:30
72,22,2,1478,1,0,0,2024-02-21 05:50:30
73,7,11,1479,2,0,0,2024-02-21 05:50:30
74,5,18,1480,0,0,0,2024-02-21 05:50:30
75,6,21,1481,0,0,0,2024-02-21 05:50:30
76,19,5,1484,1,0,0,2024-02-21 05:50:30
