,activate,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,1,21,6,1406,1,0,0,2024-03-10 13:15:32
1,1,6,13,1407,0,0,0,2024-03-10 13:15:32
2,1,7,20,1409,0,0,0,2024-03-10 13:15:32
3,1,5,14,1410,0,0,0,2024-03-10 13:15:32
4,1,14,5,1411,1,0,0,2024-03-10 13:15:32
5,1,16,8,1412,2,0,0,2024-03-10 13:15:32
6,1,11,13,1413,2,0,0,2024-03-10 13:15:32
7,1,20,3,1414,1,0,0,2024-03-10 13:15:32
8,1,1,22,1415,0,0,0,2024-03-10 13:15:32
9,1,22,5,1416,1,0,0,2024-03-10 13:15:32
10,1,3,20,1417,0,0,0,2024-03-10 13:15:32
11,1,21,6,1418,1,0,0,2024-03-10 13:15:32
12,1,14,5,1419,1,0,0,2024-03-10 13:15:32
13,1,4,15,1420,0,0,0,2024-03-10 13:15:32
14,1,10,13,1421,2,0,0,2024-03-10 13:15:32
15,1,10,14,1422,2,0,0,2024-03-10 13:15:32
16,1,19,9,1423,2,0,0,2024-03-10 13:15:32
17,1,25,2,1424,1,0,0,2024-03-10 13:15:32
18,1,0,0,1425,3,1,0,2024-03-10 13:15:32
19,1,5,19,1426,0,0,0,2024-03-10 13:15:32
20,1,3,15,1427,0,0,0,2024-03-10 13:15:32
21,1,2,22,1428,0,0,0,2024-03-10 13:15:32
22,1,2,22,1429,0,0,0,2024-03-10 13:15:32
23,1,12,15,1430,2,0,0,2024-03-10 13:15:32
24,1,17,10,1431,2,0,0,2024-03-10 13:15:32
25,1,7,11,1432,2,0,0,2024-03-10 13:15:32
26,1,23,0,1433,1,0,0,2024-03-10 13:15:32
27,1,21,6,1434,1,0,0,2024-03-10 13:15:32
28,1,20,7,1435,1,0,0,2024-03-10 13:15:32
29,1,14,4,1436,1,0,0,2024-03-10 13:15:32
30,1,8,15,1437,2,0,0,2024-03-10 13:15:32
31,1,13,11,1438,2,0,0,2024-03-10 13:15:32
32,1,16,8,1439,2,0,0,2024-03-10 13:15:32
33,1,20,4,1440,1,0,0,2024-03-10 13:15:32
34,1,17,7,1441,1,0,0,2024-03-10 13:15:32
35,1,27,0,1442,1,0,0,2024-03-10 13:15:32
