,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,23,4,1406,1,0,0,2024-02-23 12:52:25
1,6,13,1407,0,0,0,2024-02-23 12:52:25
2,8,19,1408,0,0,0,2024-02-23 12:52:25
3,15,11,1409,2,0,0,2024-02-23 12:52:25
4,4,15,1410,0,0,0,2024-02-23 12:52:25
5,6,13,1411,0,0,0,2024-02-23 12:52:25
6,15,9,1412,2,0,0,2024-02-23 12:52:25
7,6,18,1413,0,0,0,2024-02-23 12:52:25
8,18,5,1414,1,0,0,2024-02-23 12:52:25
9,1,22,1415,0,0,0,2024-02-23 12:52:25
10,13,14,1416,2,0,0,2024-02-23 12:52:25
11,18,5,1417,1,0,0,2024-02-23 12:52:25
12,11,16,1418,2,0,0,2024-02-23 12:52:25
13,1,18,1419,0,0,0,2024-02-23 12:52:25
14,19,0,1420,1,0,0,2024-02-23 12:52:25
15,3,20,1421,0,0,0,2024-02-23 12:52:25
16,9,15,1422,2,0,0,2024-02-23 12:52:25
17,25,3,1423,1,0,0,2024-02-23 12:52:25
18,22,5,1424,1,0,0,2024-02-23 12:52:25
19,0,0,1425,3,1,0,2024-02-23 12:52:25
20,20,4,1426,1,0,0,2024-02-23 12:52:25
21,18,0,1427,1,0,0,2024-02-23 12:52:25
22,5,19,1428,0,0,0,2024-02-23 12:52:25
23,3,21,1429,0,0,0,2024-02-23 12:52:25
24,18,9,1430,2,0,0,2024-02-23 12:52:25
25,13,14,1431,2,0,0,2024-02-23 12:52:25
26,17,1,1432,1,0,0,2024-02-23 12:52:25
27,23,0,1433,1,0,0,2024-02-23 12:52:25
28,27,0,1434,1,0,0,2024-02-23 12:52:25
29,12,15,1435,2,0,0,2024-02-23 12:52:25
30,12,6,1436,2,0,0,2024-02-23 12:52:25
31,20,3,1437,1,0,0,2024-02-23 12:52:25
32,4,20,1438,0,0,0,2024-02-23 12:52:25
33,10,14,1439,2,0,0,2024-02-23 12:52:25
34,7,16,1440,2,0,0,2024-02-23 12:52:25
35,16,8,1441,2,0,0,2024-02-23 12:52:25
36,7,20,1442,0,0,0,2024-02-23 12:52:25
37,16,15,1443,2,0,0,2024-02-23 12:52:25
38,8,10,1444,2,0,0,2024-02-23 12:52:25
39,11,7,1445,2,0,0,2024-02-23 12:52:25
40,2,25,1446,0,0,0,2024-02-23 12:52:25
41,0,18,1447,0,0,0,2024-02-23 12:52:25
42,3,16,1448,0,0,0,2024-02-23 12:52:25
43,10,9,1449,2,0,0,2024-02-23 12:52:25
44,13,14,1450,2,0,0,2024-02-23 12:52:25
45,20,4,1451,1,0,0,2024-02-23 12:52:25
46,20,3,1452,1,0,0,2024-02-23 12:52:25
47,16,11,1453,2,0,0,2024-02-23 12:52:25
48,24,0,1454,1,0,0,2024-02-23 12:52:25
49,27,0,1455,1,0,0,2024-02-23 12:52:25
50,8,7,1456,2,0,0,2024-02-23 12:52:25
51,17,7,1457,1,0,0,2024-02-23 12:52:25
52,6,13,1458,0,0,0,2024-02-23 12:52:25
53,8,16,1459,2,0,0,2024-02-23 12:52:25
54,5,18,1460,0,0,0,2024-02-23 12:52:25
55,13,10,1461,2,0,0,2024-02-23 12:52:25
56,25,2,1462,1,0,0,2024-02-23 12:52:25
57,1,18,1463,0,0,0,2024-02-23 12:52:25
58,23,0,1464,1,0,0,2024-02-23 12:52:25
59,16,11,1465,2,0,0,2024-02-23 12:52:25
60,25,2,1466,1,0,0,2024-02-23 12:52:25
61,11,12,1467,2,0,0,2024-02-23 12:52:25
62,16,8,1468,2,0,0,2024-02-23 12:52:25
63,11,12,1469,2,0,0,2024-02-23 12:52:25
64,12,7,1470,2,0,0,2024-02-23 12:52:25
65,13,14,1471,2,0,0,2024-02-23 12:52:25
66,17,10,1472,2,0,0,2024-02-23 12:52:25
67,5,18,1473,0,0,0,2024-02-23 12:52:25
68,4,19,1474,0,0,0,2024-02-23 12:52:25
69,19,4,1475,1,0,0,2024-02-23 12:52:25
70,9,18,1476,2,0,0,2024-02-23 12:52:25
71,8,19,1477,0,0,0,2024-02-23 12:52:25
72,3,21,1478,0,0,0,2024-02-23 12:52:25
73,17,1,1479,1,0,0,2024-02-23 12:52:25
74,6,17,1480,0,0,0,2024-02-23 12:52:25
75,7,20,1481,0,0,0,2024-02-23 12:52:25
76,16,8,1484,2,0,0,2024-02-23 12:52:25
77,11,12,1485,2,0,0,2024-02-23 12:52:25
78,12,11,1486,2,0,0,2024-02-23 12:52:25
79,8,15,1487,2,0,0,2024-02-23 12:52:25
80,25,2,1488,1,0,0,2024-02-23 12:52:25
81,12,12,1489,2,0,0,2024-02-23 12:52:25
82,22,1,1490,1,0,0,2024-02-23 12:52:25
83,22,1,1491,1,0,0,2024-02-23 12:52:25
84,8,15,1492,2,0,0,2024-02-23 12:52:25
85,26,1,1493,1,0,0,2024-02-23 12:52:25
86,11,12,1494,2,0,0,2024-02-23 12:52:25
87,20,3,1495,1,0,0,2024-02-23 12:52:25
88,20,3,1496,1,0,0,2024-02-23 12:52:25
89,21,2,1497,1,0,0,2024-02-23 12:52:25
90,10,13,1498,2,0,0,2024-02-23 12:52:25
91,8,19,1499,0,0,0,2024-02-23 12:52:25
92,18,9,1500,2,0,0,2024-02-23 12:52:25
93,10,14,1501,2,0,0,2024-02-23 12:52:25
94,7,16,1502,0,0,0,2024-02-23 12:52:25
95,17,10,1503,2,0,0,2024-02-23 12:52:25
96,12,11,1504,2,0,0,2024-02-23 12:52:25
97,23,0,1505,1,0,0,2024-02-23 12:52:25
98,13,10,1506,2,0,0,2024-02-23 12:52:25
99,13,9,1507,2,0,0,2024-02-23 12:52:25
100,16,7,1508,2,0,0,2024-02-23 12:52:25
101,19,0,1510,1,0,0,2024-02-23 12:52:25
