,activate,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,1,19,8,1406,1,0,0,2024-03-12 23:55:58
1,1,1,18,1407,0,0,0,2024-03-12 23:55:58
2,1,5,22,1409,0,0,0,2024-03-12 23:55:58
3,1,3,16,1410,0,0,0,2024-03-12 23:55:58
4,1,7,12,1411,2,0,0,2024-03-12 23:55:58
5,1,2,22,1412,0,0,0,2024-03-12 23:55:58
6,1,15,9,1413,2,0,0,2024-03-12 23:55:58
7,1,10,13,1414,2,0,0,2024-03-12 23:55:58
8,1,12,11,1415,2,0,0,2024-03-12 23:55:58
9,1,12,15,1416,2,0,0,2024-03-12 23:55:58
10,1,12,11,1417,2,0,0,2024-03-12 23:55:58
11,1,4,23,1418,0,0,0,2024-03-12 23:55:58
12,1,13,6,1419,2,0,0,2024-03-12 23:55:58
13,1,10,9,1420,2,0,0,2024-03-12 23:55:58
14,1,1,22,1421,0,0,0,2024-03-12 23:55:58
15,1,4,20,1422,0,0,0,2024-03-12 23:55:58
16,1,9,19,1423,0,0,0,2024-03-12 23:55:58
17,1,1,26,1424,0,0,0,2024-03-12 23:55:58
18,1,0,0,1425,3,1,0,2024-03-12 23:55:58
19,1,6,18,1426,0,0,0,2024-03-12 23:55:58
20,1,9,9,1427,2,0,0,2024-03-12 23:55:58
21,1,1,23,1428,0,0,0,2024-03-12 23:55:58
22,1,2,22,1429,0,0,0,2024-03-12 23:55:58
23,1,7,20,1430,0,0,0,2024-03-12 23:55:58
24,1,16,11,1431,2,0,0,2024-03-12 23:55:58
25,1,9,9,1432,2,0,0,2024-03-12 23:55:58
26,1,9,14,1433,2,0,0,2024-03-12 23:55:58
27,1,14,13,1434,2,0,0,2024-03-12 23:55:58
28,1,13,14,1435,2,0,0,2024-03-12 23:55:58
29,1,17,1,1436,1,0,0,2024-03-12 23:55:58
30,1,14,9,1437,2,0,0,2024-03-12 23:55:58
31,1,6,18,1438,0,0,0,2024-03-12 23:55:58
32,1,12,12,1439,2,0,0,2024-03-12 23:55:58
33,1,13,11,1440,2,0,0,2024-03-12 23:55:58
34,1,22,2,1441,1,0,0,2024-03-12 23:55:58
35,1,21,6,1442,1,0,0,2024-03-12 23:55:58
36,1,19,12,1443,2,0,0,2024-03-12 23:55:58
37,1,11,7,1444,2,0,0,2024-03-12 23:55:58
38,1,10,9,1445,2,0,0,2024-03-12 23:55:58
39,1,19,8,1446,1,0,0,2024-03-12 23:55:58
40,1,14,4,1447,1,0,0,2024-03-12 23:55:58
41,1,18,1,1448,1,0,0,2024-03-12 23:55:58
42,1,16,3,1449,1,0,0,2024-03-12 23:55:58
43,1,13,14,1450,2,0,0,2024-03-12 23:55:58
